Date,Price
14/02/2022,"15,113.97"
11/02/2022,"15,425.12"
10/02/2022,"15,490.44"
09/02/2022,"15,482.01"
08/02/2022,"15,242.38"
07/02/2022,"15,206.64"
04/02/2022,"15,099.56"
03/02/2022,"15,368.47"
02/02/2022,"15,613.77"
01/02/2022,"15,619.39"
31/01/2022,"15,471.20"
28/01/2022,"15,318.95"
27/01/2022,"15,524.27"
26/01/2022,"15,459.39"
25/01/2022,"15,123.87"
24/01/2022,"15,011.13"
21/01/2022,"15,603.88"
20/01/2022,"15,912.33"
19/01/2022,"15,809.72"
18/01/2022,"15,772.56"
17/01/2022,"15,933.72"
14/01/2022,"15,883.24"
13/01/2022,"16,031.59"
12/01/2022,"16,010.32"
11/01/2022,"15,941.81"
10/01/2022,"15,768.27"
07/01/2022,"15,947.74"
06/01/2022,"16,052.03"
05/01/2022,"16,271.75"
04/01/2022,"16,152.61"
03/01/2022,"16,020.73"
30/12/2021,"15,884.86"
29/12/2021,"15,852.25"
28/12/2021,"15,963.70"
27/12/2021,"15,835.25"
23/12/2021,"15,756.31"
22/12/2021,"15,593.47"
21/12/2021,"15,447.44"
20/12/2021,"15,239.67"
17/12/2021,"15,531.69"
16/12/2021,"15,636.40"
15/12/2021,"15,476.35"
14/12/2021,"15,453.56"
13/12/2021,"15,621.72"
10/12/2021,"15,623.31"
09/12/2021,"15,639.26"
08/12/2021,"15,687.09"
07/12/2021,"15,813.94"
06/12/2021,"15,380.79"
03/12/2021,"15,169.98"
02/12/2021,"15,263.11"
01/12/2021,"15,472.67"
30/11/2021,"15,100.13"
29/11/2021,"15,280.86"
26/11/2021,"15,257.04"
25/11/2021,"15,917.98"
24/11/2021,"15,878.39"
23/11/2021,"15,937.00"
22/11/2021,"16,115.69"
19/11/2021,"16,159.97"
18/11/2021,"16,221.73"
17/11/2021,"16,251.13"
16/11/2021,"16,247.86"
15/11/2021,"16,148.64"
12/11/2021,"16,094.07"
11/11/2021,"16,083.11"
10/11/2021,"16,067.83"
09/11/2021,"16,040.47"
08/11/2021,"16,046.52"
05/11/2021,"16,054.36"
04/11/2021,"16,029.65"
03/11/2021,"15,959.98"
02/11/2021,"15,954.45"
01/11/2021,"15,806.29"
29/10/2021,"15,688.77"
28/10/2021,"15,696.33"
27/10/2021,"15,705.81"
26/10/2021,"15,757.06"
25/10/2021,"15,599.23"
22/10/2021,"15,542.98"
21/10/2021,"15,472.56"
20/10/2021,"15,522.92"
19/10/2021,"15,515.83"
18/10/2021,"15,474.47"
15/10/2021,"15,587.36"
14/10/2021,"15,462.72"
13/10/2021,"15,249.38"
12/10/2021,"15,146.87"
11/10/2021,"15,199.14"
08/10/2021,"15,206.13"
07/10/2021,"15,250.86"
06/10/2021,"14,973.33"
05/10/2021,"15,194.49"
04/10/2021,"15,036.55"
01/10/2021,"15,156.44"
30/09/2021,"15,260.69"
29/09/2021,"15,365.27"
28/09/2021,"15,248.56"
27/09/2021,"15,573.88"
24/09/2021,"15,531.75"
23/09/2021,"15,643.97"
